aktiv;mtid_vf;mtid_vb;mtid_parent;vannforsyningssystem;behandlingsanlegg;kommunenr;kommune;funksjon;kunstig_infiltrasjon;siling;filtrering_membran;desinfeksjon_membran;avsalting;koagulering;flokkulering;flotasjon;sedimentering;ionebytte;filtrering_ozon;desinfeksjon_ozon;uv_bestraaling;klorering;kloramin;desinfeksjon_annen;lufting;fjerning_jern_mangan;fjerning_uorg_stoff;ph_just_korrosjonkontroll;avherding;dosering_andre_kjemikalier;andre_behandlingsmetoder;periode
nei;Z0707022020051421190FRCYM;Z0707022020051431190ANQJN;Z0707022020051431190FNKUQ;Sørensen & Sønner As, Arne Sjøvannsanlegg;Vannbehandlingsanlegg For Sørensen & Sønner As, Arne Sjøvannsanlegg;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0808071216557330173QHIXJ;Z0808071232506540173QPJUX;Z0808071230513070173JDZQH;Skodje Kommunale Vassverk;Behandlingsanlegg Storesetra - Skodje Komm. Vassverk;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;ja;2018
nei;Z0707022020106411190GVCXB;Z0707022020106421190FHEKE;Z0707022020106421190ZHWPR;Sperre Støperi A/S;Vannbehandlingsanlegg For Sperre Støperi A/S;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0707022020108951190WDKYU;Z0707022020108961190FJJQQ;Z0707022020108961190TIUYT;Klepp Kommunale Vannverk;Vannbehandlingsanlegg For Klepp Kommunale Vannverk;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0707022020022901190GBAGN;Z0707022020022911190DVDSG;Z0707022020022911190PWBRZ;Rosthaug Videregående Skole Avd. Buskerud;Vannbehandlingsanlegg For Rosthaug Videregående Skole Avd. Buskerud;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;ja;nei;nei;nei;nei;nei;nei;nei;ja;ja;nei;2011
nei;Z0809251230452810122NRBQA;Z0809251232414550122OVCWT;Z0809251232056420122TAKTE;Furutangen Misjonssenter;Furutangen Behandlingsanlegg;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0707022020117551190ODYCJ;Z0707022020117561190ITOVP;Z0707022020117551190BGQMT;Sølenstua Camp Og Hytter;Vannbehandlingsanlegg For Sølenstua Camp Og Hytter;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z0707022020069721190LDEYJ;Z0707022020069731190KVQOK;Z0707022020069731190PJNKG;Fredvang Vassverk Al;Vannbehandlingsanlegg For Fredvang Vassverk Al;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0707022020122151190WVCYD;Z0707022020122161190KBROO;Z0707022020122161190FQQOV;Skaret Camping;Vannbehandlingsanlegg For Skaret Camping;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;ja;nei;nei;nei;nei;nei;2016
nei;Z0806181017241660151IIQMN;Z0902091009374610131KRRCC;Z0902091007598990131URQZH;Svartbekken Vassverk;Uv;5022;Rennebu;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2011
ja;Z0712102006331511194TFZVP;Z0712102006331541194DTNHB;Z0712102006331521194CHZNP;Ljøsenhammer Vannverk;Vannbehandlingsanlegg For Ljøsenhammer Vannverk Skjerstad Komm., V/Drift Og Re;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0710032243398781194NKFSY;Z0710032243398831194BGHLI;Z0710032243398801194XWHSR;Selnes Vannverk V/ Tormod Dyrendahl;Vannbehandlingsanlegg For Selnes Vannverk V/ Tormod Dyrendahl;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0710032243405931194IYOVD;Z0710032243406021194PQZII;Z0710032243405981194AOBMX;Selnes Nye Vannverk V/Rissa Kommune Teknisk Drift;Vannbehandlingsanlegg For Selnes Nye Vannverk V/Rissa Kommune Teknisk Drift;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0712102007009591189WQWWL;Z0712102007009601189MERNK;Z0712102007009601189PYEKN;Kjøpstad Vannverk;Vannbehandlingsanlegg For Kjøpstad Vannverk;1838;Gildeskål;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0808071321344420173DJIUC;Z0808071328549080173ALULD;Z0808071327258580173VIHBU;Brusdal Skule - Vassforsyningsanlegg;Behandlingsanlegget - Brusdal Skule;1508;Ålesund;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2018
nei;Z0712172011165161190SEUCC;Z0712172011165171190QEAVN;Z0712172011165161190FIJWL;Staff Camping Vannverk;Vannbehandlingsanlegg For Staff Camping Johan Og Gøril Staff;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2013
nei;Z0712172011165171189SIVGV;Z0712172011165181189VDITJ;Z0712172011165171189XUEDM;Mallangen Brygge As Mallangen Bryggeutleie As;Vannbehandlingsanlegg For Mallangen Brygge As Mallangen Bryggeutleie As;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0807172140238840161GKCHB;Z0807172142513410161YMUZT;Z0807172141544950161ZXBBX;Breimslia Vassverk;Behandlingsanlegg. Ingen Rensing.;4650;Gloppen;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0710032243472461194CLBCX;Z0710032243472561194NHQAF;Z0710032243472501194MJFOK;Lundenes-Kjøtta Vannverk;Vannbehandlingsanlegg For Lundenes-Kjøtta Vannverk;5503;Harstad;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0707170818536460160FWDQQ;Z0807231352002310152CLRWB;Z0807231343205090152RWUAE;Klevmosetra Vannforsyning;Vannbehandlingsanlegg Fiskeskaret (Ikke Etablert);;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2010
nei;Z0710032243497491194IMXWE;Z0710032243497581194LDKGA;Z0710032243497531194TSYCM;Skaugdal Vannverk V/Rissa Kommune;Vannbehandlingsanlegg For Skaugdal Vannverk V/Rissa Kommune;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2017
ja;Z0710032242126831189DBGEO;Z0710032242126861189QLWZI;Z0710032242126851189EZMAJ;Langvassbukt Bosenter Vannforsyning;Vannbehandlingsanlegg For Hinnøysenteret Vannforsyning;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;
ja;Z0712172011170301189JIGYP;Z0712172011170321189IIGOS;Z0712172011170311189EGTWF;Vannavalen Vannverk Kommunale Vannverk;Vannbehandlingsanlegg For Vannavalen Vannverk Kommunale Vannverk;5534;Karlsøy;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0807310849538310173FVIAK;Z0807310856480000173CGEBS;Z0807310852567580173SZJUR;Gunnarhaugen Vassverk;Behandlingsanlegg Gunnarhaugen;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;2010
nei;Z0710032243515081194TSQWE;Z0710032243515121194PTUFX;Z0710032243515101194ZSAOG;Børmark Vannverk;Vannkilde For Børmark Vannverk V/Åfjord Kommune;5058;Åfjord;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2018
nei;Z0710032243591481194AFBMF;Z0710032243591521194JVIXL;Z0710032243591501194LXTGS;Vennes Vannverk Teknisk Etat;Vannbehandlingsanlegg For Vennes Vannverk Teknisk Etat;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0809101346269790157KXDFR;Z0809101351530940157JVFFL;Z0809101348226530157QPLHB;Sjøvannsanlegg Værøy;Uv-Anlegg Sjøvann;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z0710111035242400108CNCYB;Z0710111039093170108FLIOR;Z0710111038402110108GWYSV;Elsfjord Vannverk;Elsfjord Vannverk Behandlingsanlegg;1824;Vefsn;Hovedanlegg;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0712172008157381195FDHQB;Z0712172008157401195RHDLV;Z0712172008157391195CCVQJ;Holmslet Vannverk V/Knut Holmslet;Vannbehandlingsanlegg For Holmslet Vannverk V/Knut Holmslet;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2011
ja;Z0712172008208581195OODSQ;Z0712172008208601195TPMXK;Z0712172008208591195HHULH;Norsk Polarinstitutt Forskningsstasjonen Troll;Vannbehandlingsanlegg For Norsk Polarinstitutt Forskningsstasjonen Troll;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0712172008212761195UYQAC;Z0712172008212781195SZMDE;Z0712172008212771195YHOHO;Ramfjord Camping;Vannbehandlingsanlegg For Ramfjord Camping;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0712172011006771189BOTQA;Z0712172011006781189UOGQC;Z0712172011006781189TQTMM;Stormoen Vv;Vannbehandlingsanlegg For Stormoen Vv;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2011
nei;Z0711212002498591195DGSZJ;Z0711212002498621195YOCUL;Z0711212002498601195ODOKD;Fagernes Skole;Vannbehandlingsanlegg For Fagernes Skole;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2012
nei;Z0801241211470750120BZJVQ;Z0801301037251170217LODGN;Z0801301040255170217ZGVQB;Lindesnes Fyr Vannverk;Behandlingsanlegg;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2018
nei;Z0709110929481841190TXFRP;Z0709110929481881190WFNDR;Z0709110929481861190XNUUO;Inaktiv - Verdal Kommunale Vannverk Teknisk Etat;Vannbehandlingsanlegg For Verdal Kommunale Vannverk Teknisk Etat;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0711212002545591195CBNIJ;Z0711212002545621195FPAVZ;Z0711212002545611195HXAIE;Stange Kommune Kommunalteknikk Vannforsyning/Ledningsnett;Vannbehandlingsanlegg For Stange Kommune Kommunalteknikk Vannforsyning/Ledningsnett;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0709110929531991190OFMNS;Z0709110929532041190YLMRX;Z0709110929532001190QRWWN;Ikke Aktiv - Stjørdal Vannverk;Vannbehandlingsanlegg For Stjørdal Vannverk;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0709110929535671190ZQTHP;Z0709110929535691190JZNHD;Z0709110929535681190ETITX;Varntresk Vannverk;Vannbehandlingsanlegg For Varntresk Vannverk;;;Reserveanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z0711281321199930158LEMUU;Z0711281331581330158KXJHE;Z0802191328119440151NNFKP;Strand Vannverk Al;Strand Vannverk;1870;Sortland;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2025
ja;Z0709110929461961189WIZZR;Z0709110929461981189XGKLX;Z0709110929461971189QRQVN;Bergfløtt Behandlingssenter - Vannforsyningssystem;Vannbehandlingsanlegg For Bergfløtt Behandlingssenter;3312;Lier;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2021
ja;Z0807141114054260157HOVPE;Z0807141117377700157QZMPE;Z0807141115106930157WKFDI;Thorset Vannverk;Thorset Uv-Anlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;2025
ja;Z0710032241509721190TCXFY;Z0710032241509751190DDJAX;Z0710032241509731190LNNHO;Vassbotn Vannverk;Vassbotn Vannbehandlingsanlegg;1812;Sømna;Hovedanlegg;nei;ja;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2025
nei;Z0712172011154831190RLTLA;Z0712172011154841190BPGPV;Z0712172011154841190VJZZB;Malangseidet Skolevannverk Balsfjord Kommunalteknikk;Vannbehandlingsanlegg For Malangseidet Skolevannverk Balsfjord Kommunalteknikk;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0709110929472211189JBWQI;Z0709110929472231189LHYMA;Z0709110929472221189NZAAU;Nord-Norge Porten Vannverk V/ Destinasjon Helgeland As;Vannbehandlingsanlegg For Nord-Norge Porten Vannverk Destinasjon Helgeland;1825;Grane;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2009
nei;Z0710032241497271189SKVRC;Z0710032241497321189NVGIP;Z0710032241497301189KLMWD;Hopen Vannverk V/ Osen Kommune;Vannbehandlingsanlegg For Hopen Vannverk V/ Osen Kommune;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2014
ja;Z0709110929527991189FYBEJ;Z0709110929528011189LZZRJ;Z0709110929528001189XWMPG;Nordsia Vannverk Snåsa Kommune;Vannbehandlingsanlegg For Nordsia Vannverk Snåsa Kommune;5041;Snåsa;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z0712102004034111195BDYDI;Z0712102004034151195CVWLS;Z0712102004034131195KCGWF;Linge Kai Statens Vegvesen Møre Og Romsd;Vannbehandlingsanlegg For Linge Kai Statens Vegvesen Møre Og Romsd;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0805231402199640184DZEYB;Z0805231405002320184OXHOM;Z0805231402544490184QTSYH;Tomrefjord Vassverk;Bahandlingsanlegg;1535;Vestnes;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2024
nei;Z0712102006243201194MRWCC;Z0712102006243231194APMXC;Z0712102006243211194LWPEE;Vågøyvannet;Vannbehandlingsanlegg For Vågøyvannet, Hovedvannverket Bodø Kommune Avd.Tekn.Etat.;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2009
ja;Z0807020812187780128TMZHX;Z0807020818510590128IYUKZ;Z0807020815451930128NNJXU;Fure Barnehage;Behandlingsanlegg;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0710032241592681189BUQAF;Z0710032241592721189NDAMR;Z0710032241592701189PDGJQ;Skjærvøy Vannverk V/ Osen Kommune;Vannbehandlingsanlegg For Skjærvøy Vannverk V/ Osen Kommune;;;Hovedanlegg;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2014
ja;Z0710032241596741189YLXSW;Z0710032241596761189KGQLM;Z0710032241596751189DZMLN;Våg Vannverk;Våg Vannbehandlingsanlegg;1812;Sømna;Hovedanlegg;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2025
nei;Z0709110929583201189OMZJC;Z0709110929583221189PZBIP;Z0709110929583211189TUQGU;Follafoss Vannverk Driftenhet Va;Vannbehandlingsanlegg For Follafoss Vannverk Driftenhet Va;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0709110929586161189KEMZZ;Z0709110929586181189DVTCJ;Z0709110929586171189ZYJWQ;Malm Vannverk Driftsenhet Va;Vannbehandlingsanlegg For Malm Vannverk Driftsenhet Va;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0712102004046841195AMOML;Z0712102004046871195POLNR;Z0712102004046851195CXOJT;Hundeidvik Vassverk L/L V/Hallvard Krohn;Vannbehandlingsanlegg For Hundeidvik Vassverk L/L V/Hallvard Krohn;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0710032242006101190MLNCT;Z0710032242006121190QTXYM;Z0710032242006111190DSXWG;Aune Skoles Vannverk;Vannbehandlingsanlegg For Aune Skoles Vannverk;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0711212004556341189MECPW;Z0711212004556361189EAUQN;Z0711212004556351189QMZXB;Gammelskolla Vannforsyning;Vannbehandlingsanlegg For Gammelskolla Vannverk Pihlske Sameie;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2010
ja;Z0710032242018981190LYZHL;Z0710032242019001190GDUUW;Z0710032242018991190BWELW;Hemmestad Vannverk;Vannbehandlingsanlegg For Hemmestad Vannverk;5503;Harstad;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0710032242111301189CAKBO;Z0710032242111331189EYCXL;Z0710032242111321189NTIHU;Moelv Vannverk Moelv;Vannbehandlingsanlegg For Moelv Vannverk Moelv;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0711212005073121189GHRMG;Z0711212005073141189KPRXP;Z0711212005073131189QFKCH;Hamar Kommune, Vannforsyning/Ledningsnett;Vannbehandlingsanlegg For Hamar Kommune Tda Vannforsyning/Ledningsnett;3403;Hamar;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0808290834598510135UKEKY;Z0808290854285750135CXSZH;Z0808290836510300135NCEQR;Husfloen Hytteområdes Vannverk;Husfloen Hytteorådes Vannverk;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;
ja;Z0704301335319681190KRYFK;Z0904221239028120135OKSXM;Z0704301335319681190CBPKN;Liland Ungdomssenter - Vannforsyning;Vannbehandlingsanlegg;1122;Gjesdal;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2021
nei;Z0712102007233621189BOWEO;Z0712102007233641189LAHZD;Z0712102007233631189NCZXB;Vestbygda Vannverk;Vannbehandlingsanlegg For Vestbygda Vannverk V/ Hamarøy Kommune;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0712102007037641195KQYON;Z0712102007037661195DHVNB;Z0712102007037651195KTBRB;Røra Vannverk Ingeniørvesenet;Vannbehandlingsanlegg For Røra Vannverk Ingeniørvesenet;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0712102007354461189TAMCP;Z0712102007354471189QKVNW;Z0712102007354461189NCNCG;Engerdalssetra;Vannbehandlingsanlegg For Engerdal Kommune V/ Odd Harald Sundet;3425;Engerdal;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2012
ja;Z0712102007368031189SNPUR;Z0712102007368041189ZUVNU;Z0712102007368041189ZDHVR;Sølen Vannverk;Vannbehandlingsanlegg Sølen Vannverk;3425;Engerdal;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0807231352426690152IDPHP;Z0807231435084220152LISEJ;Z0807231353313730152RXBSA;Nordrumsetra Vannforsyning;Vannbehandlingsanlegg Nordrumssetra (Ikke Etablert);;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2010
nei;Z0712102004121961195HFXLF;Z0712102004121981195ODAPN;Z0712102004121971195CILBL;Heggmovannet;Vannbehandlingsanlegg For Heggmovannet Bodø Kommune, Teknisk Etat;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0904271426440270154RMLTJ;Z0904271436261690154TLUUW;Z0904271429229950154MTNVQ;Guriset Vannverk;Avherdingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;2025
nei;Z0712102004208001195WLKJE;Z0712102004208031195MZHDL;Z0712102004208021195SPMBD;Nord Norsk Sjøsportsenter Eiendom As;Vannbehandlingsanlegg For Nord Norsk Sjøsportsenter Eiendom As;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0712102004286991195LIGLL;Z0712102004287011195EODNM;Z0712102004287001195ZLGNE;Vik Vannverk;Vannbehandlingsanlegg For Vik Vannverk Ole Henrik Vik;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0712102007164961189PIUDN;Z0712102007164971189ATOGO;Z0712102007164961189PXFJU;Kobbelveid Vannverk;Vannbehandlingsanlegg For Kobbelveid Vannverk. Sørfold Kommune Avd.Tekn.Etat.;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0712102007168261189OKYAK;Z0712102007168281189VGLNR;Z0712102007168271189FNFMX;Sildhopen V.V. - Mørsvik Skole;Vannbehandlingsanlegg For Sildhopen V.V. - Mørsvik Skole Sørfold Kommune Avd.Tekn.Etat.;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0712172010270891194MVBQV;Z0712172010270911194QSIQK;Z0712172010270901194VHGYY;Sjursnes Vannverk Vann Og Avløp;Vannbehandlingsanlegg For Sjursnes Vannverk Vann Og Avløp;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2019
ja;Z0712172010319721194JTDGP;Z0712172010319751194SSPSY;Z0712172010319731194GRBVI;Vannareid Vannverk;Vannbehandlingsanlegg For Vannareid Vannverk;5534;Karlsøy;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z0712102007183511190LOYWZ;Z0712102007183521190JIKAW;Z0712102007183521190FSSMC;Leirfjorden Skole Vannverk;Vannbehandlingsanlegg For Leirfjorden Skole Vannverk;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0712102007253101190OHHPY;Z0712102007253121190UKQAF;Z0712102007253111190UUFKX;Andebu Vannverk;Vannbehandlingsanlegg For Andebu Vannverk;3907;Sandefjord;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;2015
ja;Z0712102007368061190YIZCY;Z0712102007368081190ZUYBQ;Z0712102007368071190JILMM;Femundtunet;Vannbehandlingsanlegg For Femundtunet;3421;Trysil;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2012
