aktiv;orgform;fnr;fnavn;orgnr;virksomhet;virksomhet_kommunenr;virksomhet_kommune;vannforsyningssystem;mtid_vf;ir_orgform;vregnr;kommunenr;kommune;mtregion;mtavdeling;siste_insp;omraade;periode;vannprod;vannegetnett;vann_mottatt;max_vann_pers;max_vann_dogn;beredskap;beredsk_oppd;beredsk_ovelse;boliger;helseinst;skoler;nmindustri;hyttercamp;gardsbruk;fiskemottak;ant_fastboende;ant_personer_max;ant_husstander;ant_hytter;forbr_fast_bosetting;forbr_fritidsboliger;forbr_industri;forbr_tjytende;forbr_primnaering;forbr_annet;forbr_lekkasje
nei;ENK;979408439;Tore Brandstadmoen;979415842;Tore Brandstadmoen;3439;Ringebu;Vannforsyningssystem;Z1601071339417613251CTIID;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;nei;;;ja;nei;ja;nei;nei;ja;nei;5;15;1;0;;;;;;;
nei;AAFY;;;978646409;Stiftelsen Biri Attføringssenter;0412;Ringsaker - UTGÅTT KODE;Biri Treningssenter Avd. Moelv;Z0704301337355001189NELHA;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2008-06-03;;;;;;;;nei;;;ja;ja;nei;nei;nei;nei;nei;0;20;1;0;;;;;;;
ja;ENK;983267564;Jan Morten Kampesveen;921318847;Jan Morten Kampesveen;3405;Lillehammer;Vannforsyningssystem;Z1809181700133453251TJKFH;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2019-07-02;Lillehammer-området;;;;;;;nei;;;nei;nei;nei;ja;nei;ja;nei;0;100;0;0;;;;;;;
ja;AS;936849059;Tunhovd Familiecamping As;985318999;Tunhovd Familiecamping As;3338;Nore og Uvdal;Vannforsyning Tunhovd Familiecamping;Z2505271050567122025YCQHT;;;3338;Nore og Uvdal;ERROR [MAT_EJBOrgUnit];tilsynet;;Tunhovd Familiecamping;;;;;;;ja;;;ja;nei;nei;ja;ja;nei;nei;1;100;1;0;;;;;;;
nei;AS;916015429;Haldenkanalens Gladheim As;996968014;Haldenkanalens Gladheim As;3124;Aremark;Strømsfoss Brygges Vannforsyning.;Z1601221312306872025WUPCE;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;;;;;;;ja;;;;1;100;1;0;;;;;;;
ja;SA;;;925167088;Skurdalsstølan Va Iii Sa;3330;Hol;Skurdalstølane Anlegg 3;Z2011161604230162025HNDPK;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2020-11-16;Skurdalsstølane;;;;;;;nei;;;ja;nei;nei;nei;nei;nei;nei;0;49;0;20;;;;;;;
nei;KOMM;921060440;Lindesnes Kommune;974613611;Lindesnes Kommune Avløp Vigeland;4205;Lindesnes;Buhølen Vannverk;Z0705302240288821190ODPEJ;;102903;4205;Lindesnes;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;nei;;;ja;;;nei;nei;;;160;200;61;0;;;;;;;
nei;STAT;972417904;Samferdselsdepartementet;974732076;Statens Vegvesen Arendal Kontorsted;4203;Arendal;Vassbotngrillene - Brønn;Z1206051402420900111BBPWJ;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2017-04-26;Vassbotn;;;;;;;ja;;;nei;nei;nei;ja;nei;nei;nei;0;10000;0;0;;;;;;;
nei;;;;;Vannforsyningssystem;;;Vannforsyningssystem;Z1502241137022763251CTTNY;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Bergstolhovda hyttegrend, Sangefjell ,Ål;;;;;;;ja;;;ja;nei;nei;nei;nei;nei;nei;0;66;0;11;;;;;;;
ja;STAT;932384469;Digitaliserings- Og Forvaltningsdepartementet (Dfd);974059177;Statsbygg Nord Tromsø Administrasjon;5501;Tromsø;Vannforsyningssystem - Ravnastua Fjellstue;Z1704040940537513251JFIBM;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2017-03-29;Ravnastua fjellstue;;;;;;;ja;;;ja;nei;nei;ja;ja;nei;nei;1;30;1;0;;;;;;;
ja;FLI;915684858;Åreelds Venner;974830345;Åreelds Venner;3451;Nord-Aurdal;Åreeld Ungdomssenter V / Birger Strande;Z1807231024001422025MACZN;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;?;;;;;;;nei;;;ja;nei;nei;ja;nei;nei;nei;4;1000;1;0;;;;;;;
nei;FLI;970226850;Halden Skiklubb;971602074;Halden Skiklubb;3101;Halden;Plangodkjenning Av Vannforsyningsanlegg;Z0907250846085723251JHKLP;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Hæiåsmarka;;;;;;;nei;;;nei;nei;nei;ja;ja;nei;nei;0;200;0;1;;;;;;;
nei;KOMM;964963649;Hjartdal Kommune;976668502;Hjartdal Kommune Anleggstenesta;4024;Hjartdal;Sauland Barnehage;Z0705302239257551190LYUPM;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2008-05-30;;;;;;;;;;;nei;nei;ja;nei;nei;nei;nei;0;31;1;0;;;;;;;
nei;SA;;;970190546;Brattforsen Vassverk Sa;1853;Evenes;Brattforsen Vassverk Al;Z0704301341241121190VOZHY;;185302;1853;Evenes;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;ja;;;ja;;;nei;ja;;;450;490;200;40;;;;;;;
nei;AS;999277195;Hallbjønn Høyfjellssenter As;999628044;Hallbjønn Høyfjellssenter As;4034;Tokke;Vannforsyningssystem;Z2510151729112450127FFUXT;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Hallbjønnsekken Vest;;;;;;;ja;;;nei;nei;nei;ja;ja;nei;nei;0;150;0;51;;;;;;;
ja;FLI;;;997446623;Kvitblikkhaugen Vel;1508;Ålesund;Kvitblikkhaugen Vel - Borebrønn;Z1509041046548293252YWEPK;;;1528;Sykkylven;ERROR [MAT_EJBOrgUnit];tilsynet;2016-06-17;Kvitblikkhaugen, hyttefelt, Fausadalen, Stranda;;;;;;;ja;;;nei;nei;nei;nei;nei;nei;nei;0;60;0;8;;;;;;;
nei;KOMM;964963827;Kviteseid Kommune;974609509;Kviteseid Kommune Anleggstenesta Drift/Vedlikehald Etc;4028;Kviteseid;Hellevassbrui;Z2005050751497670127CZMSO;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Hellevassbrui i Brunkeberg;;;;;;;ja;;;ja;nei;nei;nei;nei;nei;nei;29;33;14;1;;;;;;;
nei;KOMM;921060440;Lindesnes Kommune;974613611;Lindesnes Kommune Avløp Vigeland;4205;Lindesnes;Buhølen Vannverk;Z2001091335360642025TWBYW;;102903;4205;Lindesnes;ERROR [MAT_EJBOrgUnit];tilsynet;;lindesnes;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;160;200;61;0;;;;;;;
ja;FLI;927296969;Nedre Vika Vannverk;927303191;Nedre Vika Vannverk;5530;Senja;Nedre Vika Vannverk;Z2107221459462703101BSOXR;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Nedre Vika;;;;;;;nei;;;ja;nei;nei;nei;nei;nei;nei;40;50;14;0;;;;;;;
nei;BEDR;;;920118674;Storøynå Fritidsboliger As;1103;Stavanger;Storøynå Vassverk;Z1502090748067713252NBSFQ;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Storøynå hyttefelt;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;140;0;28;;;;;;;
ja;STAT;972417823;Forsvarsdepartementet;975950697;Forsvarsbygg;0301;Oslo kommune;Eggemoen Vannverk Forsvarsbygg, Mo Oslofjord Avd;Z0705302301251701189CJEMJ;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;;;;;;;;;;;0;40;5;0;;;;;;;
nei;IKS;989016245;Givas Iks;992951478;Givas Iks   Avd Vann;3401;Kongsvinger;Botner Vannverk;Z1302260941331333158CTZOV;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;0;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;
ja;FYLK;817920632;Trøndelag Fylkeskommune;976248996;Trøndelag Fylkeskommune Eiendom Trondheim;5001;Trondheim;Pirterminalen Trondheim;Z1801161442514322024PRKVL;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Kai Pirterminalen;;;;;;;nei;;;nei;nei;nei;ja;nei;nei;nei;0;500;0;0;;;;;;;
ja;KOMM;940138051;Rindal Kommune;976676947;Rindal Kommune Teknisk Avdeling;5061;Rindal;Granlund Vassverk;Z0705302238508801189OASFH;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Granlund;;;;;;;ja;;;ja;nei;nei;nei;nei;ja;nei;20;50;7;3;;;;;;;
nei;KOMM;939617671;Sel Kommune;973700774;Avløp Og Rensing I Sel Kommune;3437;Sel;Faukstad Vannverk;Z0804250959423860107IAHCV;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;
nei;SA;914229758;Johnsrud-Grimsrud Vannledning Sa;914593069;Johnsrud-Grimsrud Vannledning Sa;3903;Holmestrand;Jonsrud Og Grimsrud;Z1505191323578372024KLZUC;;71304;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Jonsrud og Grimsrud;;;;;;;nei;;;ja;nei;nei;nei;nei;ja;nei;55;55;21;0;;;;;;;
ja;KOMM;922092648;Nordre Follo Kommune;988080500;Nordre Follo Kommune Byggdrift, Byggutvikling, Vedlikehold Og Renh;3207;Nordre Follo;Gjedsjø Ppo;Z2002130955037372024SNPNB;;;3207;Nordre Follo;ERROR [MAT_EJBOrgUnit];tilsynet;;Gjedsjø skole;;;;;;;ja;;;ja;nei;ja;nei;nei;nei;nei;3;40;1;0;;;;;;;
ja;AS;979575289;Tromsø Vind As;916042329;Tromsø Vind As;5006;Steinkjer;Buvika Vannverk;Z1906121517440443110ZJNVM;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2019-05-29;1;;;;;;;nei;;;ja;nei;nei;nei;nei;nei;nei;11;83;10;12;;;;;;;
nei;AS;933253589;Skotten Seter - Bed & Husky As;924203250;Skotten Seter - Bed & Husky As;3439;Ringebu;Skotten Seter;Z2005111249028712024GHJCT;;;3439;Ringebu;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;ja;;;nei;nei;nei;ja;ja;nei;nei;0;60;0;1;;;;;;;
nei;FLI;970029028;Hamar Og Hedemarken Turistforening;973124080;Hamar Og Hedemarken Turistforening;3403;Hamar;Lageråkvisla;Z0704301337188741190EBARK;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2009-08-27;;;;;;;;;;;nei;nei;nei;ja;ja;nei;nei;0;60;1;0;;;;;;;
ja;AS;976791312;Nerviken Eiendom As;876809982;Nerviken Eiendom As;5021;Oppdal;Vikamoene Vannkilde;Z1210281620292943252QJUVD;;;5021;Oppdal;ERROR [MAT_EJBOrgUnit];tilsynet;;Villmarksleiren;;;;;;;nei;;;nei;nei;nei;nei;ja;nei;nei;0;100;0;0;;;;;;;
ja;ENK;916322283;Jan Henrik Moen;978041523;Jan Henrik Moen;1566;Surnadal;Vannforsyning Gråhaugen Fjellstue;Z1601141546061882025IEAYU;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Gråhaugen;;;;;;;nei;;;nei;nei;nei;nei;ja;nei;nei;0;50;0;1;;;;;;;
nei;SA;955495055;Østby Utmarkslag Sa;972237957;Østby Utmarkslag Sa;3421;Trysil;Vannforsyningssystem;Z1006301510103363251TLHGF;;;3421;Trysil;ERROR [MAT_EJBOrgUnit];tilsynet;2010-11-02;Solberglia og Ryskdalen hytteområde;;;;;;;ja;;;;;;;ja;;;0;1360;0;340;;;;;;;
nei;KOMM;938644500;Vågan Kommune;974558610;Digermulen Skole;1865;Vågan;Digermulen Skole Vannverk;Z1201311722317251085RJJBK;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2013-06-11;;;;;;;;;;;nei;nei;ja;nei;nei;nei;nei;16;16;0;0;;;;;;;
nei;ENK;;;917477892;Værskei Kafè Merete Sveen;3441;Gausdal;Vannforsyningssystem Værskei Kafé;Z1609071311430042024CLCHJ;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2022-06-21;Værskei kafé;;;;;;;ja;;;nei;nei;nei;ja;nei;nei;nei;0;100;1;0;;;;;;;
ja;KOMM;944889116;Hol Kommune;920192580;Hol Kommune Vann Og Avløp;3330;Hol;Dagali Vassverk;Z2401041315138792024TJTTB;;;3330;Hol;ERROR [MAT_EJBOrgUnit];tilsynet;;Dagali;;;;;;;ja;;;ja;nei;nei;nei;ja;ja;nei;36;36;7;0;;;;;;;
ja;AS;936053777;Xlyngen As;985499926;Xlyngen As;5536;Lyngen;Lyngen Havfiske Vannforsyning;Z2512091204493222024DKVZX;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Lyngen Havfiske & Tursenter;;;;;;;nei;;;ja;nei;nei;ja;ja;nei;nei;5;100;2;0;;;;;;;
ja;AS;924589264;Rondane Produksjon As;924656344;Rondane Produksjon As Avd Otta;3437;Sel;Rondane Produksjon - Vannforsyning;Z2103161349519182024OLUZC;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Nortura Otta;;;;;;;ja;;;nei;nei;nei;ja;nei;ja;nei;0;74;0;0;;;;;;;
ja;KOMM;944889116;Hol Kommune;920192580;Hol Kommune Vann Og Avløp;3330;Hol;Skurdalen Bustadfelt Vassverk;Z2401041318071602024NEGIX;;;3330;Hol;ERROR [MAT_EJBOrgUnit];tilsynet;;Skurdalen boligfelt;;;;;;;ja;;;ja;nei;nei;nei;nei;nei;nei;20;20;7;0;;;;;;;
nei;IKS;989016245;Givas Iks;992951478;Givas Iks   Avd Vann;3401;Kongsvinger;Svullrya Vannverk;Z1003011421305011089BZZDT;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;
nei;AS;989762699;Byrkjedalstunet As;975043150;Byrkjedalstunet;1122;Gjesdal;Byrkjedalstunet Vannverk;Z1402110938272763252IXHHS;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Byrkjedalstunet;;;;;;;ja;;;nei;nei;nei;ja;ja;nei;nei;0;500;0;0;;;;;;;
nei;BA;;;970541713;Dalsøyra Vassverk;4635;Gulen;Dalsøyra Vassverk;Z0704301340588031189JPBLO;;141103;4635;Gulen;ERROR [MAT_EJBOrgUnit];tilsynet;2009-08-26;;;;;;;;nei;;;ja;;;nei;ja;;;200;200;75;15;;;;;;;
nei;BA;;;989837788;Sævik Vasslag Ba;1515;Herøy (M. og R.);Sævik Vasslag A/L V/ Jarl Ove Kvalsvik;Z0704301342290531190WUAXG;;151508;1515;Herøy (M. og R.);ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;ja;;;ja;;;nei;nei;;;150;150;67;;;;;;;;
nei;;;;;Landrø-Ysland Vassverk;;;Landrø-Ysland Vassverk;Z1409021110411560388NORWU;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;;;;ja;;;;;;;49;;19;1;;;;;;;
nei;ENK;981672801;Rapen Hyttegrend Reidar Sandvik;882116352;Rapen Hyttegrend Reidar Sandvik;3909;Larvik;Rapen Hyttegrend;Z0805231022539030173NQVJW;;81509;3909;Larvik;ERROR [MAT_EJBOrgUnit];tilsynet;;Rapen, Stabbestad;;;;;;;nei;;;ja;nei;nei;nei;nei;nei;nei;217;0;73;0;;;;;;;
nei;KOMM;964968241;Luster Kommune;889603712;Luster Kommune - Eigedom;4644;Luster;Veitastrond Vassverk;Z1211291323112063252EIAWY;;;4644;Luster;ERROR [MAT_EJBOrgUnit];tilsynet;;Veitastrondi;;;;;;;ja;;;ja;nei;ja;nei;nei;nei;nei;15;15;5;0;;;;;;;
ja;STAT;977161630;Energidepartementet;974718545;Norges Vassdrags- Og Energidirektorat (Nve) Personal- Og Organisasjonsseksjonen;0301;Oslo kommune;Nve Kraftledning Måkanuten Vindkraftverk;Z1801301307005343113YFRZJ;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Hagavann;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;0;0;0;;;;;;;
nei;IKS;989016245;Givas Iks;989352385;Givas Iks Avd Avløp;3401;Kongsvinger;Givas Iks Hukusjøen Barnehage;Z0704301336227841190OFMZC;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;;;;;;;;;;;0;56;2;0;;;;;;;
ja;AS;983472583;Fjord1 As;974737647;Fjord1 As;4602;Kinn;M/F Sogn;Z1409251321440773116MQVXR;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2014-09-19;M/F Sogn;;;;;;;ja;;;nei;nei;nei;ja;nei;nei;nei;0;145;0;0;;;;;;;
ja;STAT;972417823;Forsvarsdepartementet;917618410;Forsvarets Fellestjenester Fft;0301;Oslo kommune;Bæreia;Z2001061531139832025IPEBW;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Bæreia;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;48;1;0;;;;;;;
nei;;;;;Nervik Vassverk - Gjelder;;;Nervik Vassverk - Gjelder;Z1305081015536463173HJBTQ;;;4611;Etne;ERROR [MAT_EJBOrgUnit];tilsynet;;Nervik;;;;;;;ja;;;nei;nei;nei;nei;nei;nei;nei;0;126;0;42;;;;;;;
ja;AS;982985927;F1 Administrasjon As;983511074;F1administrasjon  As;4602;Kinn;Mf Romsdal - Vannforsyning;Z1404011330451013123ZTHWU;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2014-03-27;MF Romsdal;;;;;;;;;;nei;nei;nei;ja;nei;nei;nei;0;100;0;0;;;;;;;
nei;ENK;988238384;Åsholmen Camping Siv Mølnås Elvrum;972472336;Åsholmen Camping Siv Mølnås Elvrum;5036;Frosta;Egen Vannforsyning Når Camping Vinterstengt;Z1507080938086820379WMRWA;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2015-07-07;Camping;;;;;;;nei;;;ja;nei;nei;nei;ja;nei;nei;5;80;1;80;;;;;;;
nei;KOMM;972417734;Saltdal Kommune;974625377;Saltdal Kommune Teknisk Sjefs Kontor;1840;Saltdal;Hestbrinken Vannverk;Z1812031110368623251CVWHV;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Storjord;;;;;;;ja;;;nei;nei;nei;ja;ja;nei;nei;0;150;0;0;;;;;;;
nei;AS;936053777;Xlyngen As;985499926;Xlyngen As;5536;Lyngen;Lyngen Havfiske Vannforsyning;Z1605251213295983197JFIJR;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2016-05-18;Lyngen Havfiske & Tursenter;;;;;;;nei;;;ja;nei;nei;ja;ja;nei;nei;5;100;2;0;;;;;;;
nei;AS;992420022;Solør Bioenergi Utility Solutions As;992460083;Solør Bioenergi Utility Solutions As Avd Damp Og Varmtvannsforsyning;3443;Vestre Toten;Veolia, Raufoss Industripark (Rip) - Vannforsyning;Z1804241252251482025YICZU;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;30 bedrifter RIP;;;;;;;ja;;;nei;nei;nei;ja;nei;nei;nei;0;2500;0;0;;;;;;;
nei;BEDR;;;983553591;Egersund Lofoten As;1865;Vågan;Lofoten Pelagiske As Sjøvannsanlegg;Z0704301338446211189PNDCP;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2008-09-17;Lofoten;;;;;;;nei;;;nei;nei;nei;ja;nei;nei;ja;1;342;1;0;;;;;;;
ja;ENK;983381146;Dalen Gaard Familiecamping W Dahl;978258573;Dalen Gaard Familiecamping;1525;Stranda;Dalen Gaard Og Familecamping - Vassforsyning;Z0704301338017891189RNTGB;;;1525;Stranda;ERROR [MAT_EJBOrgUnit];tilsynet;2019-06-18;Opplenskedal;;;;;;;nei;;;ja;nei;nei;ja;ja;ja;nei;0;55;0;7;;;;;;;
nei;AS;;;984883854;Cervida As;0623;Modum - UTGÅTT KODE;Ringnes Gård Cervida As;Z0705302301214601190LKKYS;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2008-09-11;Ringnes Gård;;;;;;;;;;;;nei;ja;;;;0;72;1;0;;;;;;;
nei;AS;922693714;Holtet Pukk & Betong As;973561197;Holtet Pukk & Betong As;3318;Krødsherad;Soleseter Vann Og Avløp;Z2012181603092252024MCEFO;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Solesetra;;;;;;;ja;;;nei;nei;nei;nei;nei;nei;nei;0;632;0;60;;;;;;;
nei;SA;;;996556972;Altermark Vannverk Sa;1833;Rana;Vannforsyningssystem;Z1502110821078143252JNZZX;;;1833;Rana;ERROR [MAT_EJBOrgUnit];tilsynet;;Altermark;;;;;;;ja;;;ja;nei;nei;nei;nei;ja;nei;55;55;20;0;;;;;;;
nei;;;;;Brønnlaget Gylteåsen -Vannforsyningen;;;Brønnlaget Gylteåsen -Vannforsyningen;Z1503171338193302024RABIB;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Hyttegrend;;;;;;;ja;;;nei;nei;nei;nei;ja;nei;nei;0;120;0;49;;;;;;;
nei;KOMM;964979723;Bokn Kommune;876672502;Anleggstenesta I Bokn  Drift/Vedlikehald Etc;1145;Bokn;Bokn Vannverk Bokn Kommune;Z0911211948557771126BPQYP;;114502;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;ja;;;ja;;;nei;ja;;;550;550;308;36;;;;;;;
nei;FLI;;;985305846;Lesja Skytterlag;3432;Lesja;Landsskytterstevnet 2015 - Vannforsyning;Z1506111507167323215FYVBT;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2015-06-11;LS 2015;;;;;;;ja;;;nei;nei;nei;ja;ja;nei;nei;0;20000;0;0;;;;;;;
nei;AS;930469742;As Krokstad Skov;983304052;As Krokstad Skov;3205;Lillestrøm;Nordfjeld;Z2111081332048782025HZHIZ;;;3416;Eidskog;ERROR [MAT_EJBOrgUnit];tilsynet;;Norfjeld gård;;;;;;;ja;;;ja;nei;nei;ja;ja;ja;nei;1;60;1;0;;;;;;;
nei;SA;992176334;Bjørnskarelva Vannverk Sa;998978610;Bjørnskarelva Vannverk Sa;1860;Vestvågøy;Vannforsyningssystem;Z1702151333305123252FZHDN;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Valberg;;;;;;;ja;;;ja;nei;nei;nei;nei;ja;nei;40;225;22;22;;;;;;;
nei;BEDR;;;971975458;As Turist-Senter;0833;Tokke - UTGÅTT KODE;As Turist-Senter;Z0805072300114501189PVTZM;;83306;4034;Tokke;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;ja;;;nei;;;nei;ja;;;0;250;0;60;;;;;;;
nei;IKS;989016245;Givas Iks;992951478;Givas Iks   Avd Vann;3401;Kongsvinger;Givas Iks Grue Vannverk V/ Vidar Holth;Z1003020920073161089ENAYU;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;;;;;;;;;;;0;3462;1292;0;;;;;;;
nei;AS;;;898617742;Espedalen Fjellstue As;0519;Sør-Fron - UTGÅTT KODE;Vannforsyningssystem Espedalen Fjellstue;Z1309271526250013140MQDTU;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2014-06-27;0;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;2;60;0;1;;;;;;;
nei;;;;;Ytre Ansnes Vannverk;;;Ytre Ansnes Vannverk;Z1001211316597971045KKMBG;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Ytre Ansnes;;;;;;;;;;ja;nei;nei;nei;;;nei;50;;24;2;;;;;;;
ja;AS;997705521;Falk Utvikling As;916447523;Falk Utvikling As;5022;Rennebu;Åsen Vannforsyningsanlegg;Z1306261128398913107NHCJC;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2013-06-13;Åsen hyttegrend;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;0;0;25;;;;;;;
nei;AS;927663945;Jotunheimen Caravan Camp As;978930875;Jotunheimen Caravan Camp As;3435;Vågå;Vannforsyningssystem;Z1906201249225542024AIBIP;;;3435;Vågå;ERROR [MAT_EJBOrgUnit];tilsynet;;campingplass;;;;;;;ja;;;nei;nei;nei;ja;ja;nei;nei;0;105;0;2;;;;;;;
nei;KOMM;940083672;Rennebu Kommune;976678265;Rennebu Kommune Teknisk Drift;5022;Rennebu;Vannforsyningssystem;Z2608121508102680127IGTXB;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Ulsberg;;;;;;;ja;;;ja;nei;nei;nei;nei;nei;nei;59;56;35;12;;;;;;;
nei;AS;988810037;Høgevarde As;988839647;Høgevarde As;3320;Flå;Høgevarde Hv2;Z1207270931535213103AQFQE;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Høgevarde HV2;;;;;;;nei;;;nei;;;;;;;0;0;0;57;;;;;;;
nei;;;;;Mølnelva Vannverk;;;Mølnelva Vannverk;Z1212051009354053111AOQIJ;;;5512;Tjeldsund;ERROR [MAT_EJBOrgUnit];tilsynet;;Grov;;;;;;;;;;ja;nei;nei;ja;nei;;nei;50;50;20;0;;;;;;;
nei;AS;;;897465302;Fjord Og Fjellhytter As;0301;Oslo kommune;Lilandsdalen 2;Z1008241004390700165SXRCF;;104613;;;ERROR [MAT_EJBOrgUnit];tilsynet;2014-09-24;Liland;;;;;;;ja;;;nei;nei;nei;nei;ja;nei;nei;0;120;0;28;;;;;;;
nei;ENK;917477892;Værskei Kafè Merete Sveen;916770332;Værskei Kafè Merete Sveen;3441;Gausdal;Vannforsyningssystem;Z1903202359003450127VKXNT;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Kafe vestfjellvegen 191 2653 V Gausdal;;;;;;;ja;;;nei;nei;nei;ja;nei;nei;nei;0;50;0;0;;;;;;;
nei;KOMM;938587418;Verdal Kommune;976678729;Verdal Kommune Drift- Og Anlegg;5038;Verdal;Volden Skole;Z1804301415371612025MTVHZ;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Volden;;;;;;;ja;;;ja;nei;ja;nei;nei;nei;nei;4;15;2;0;;;;;;;
nei;KOMM;922421498;Lyngdal Kommune;974583518;Lyngdal Kommune Arealforvaltning Og Miljø;4225;Lyngdal;Åsen Vannverk;Z2002241326551702024PNPHX;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;nei;;;ja;nei;;nei;;;;36;36;8;0;;;;;;;
nei;KOMM;921383681;Tønsberg Kommune;974606755;Kommunalteknikk Vann Og Avløp;3905;Tønsberg;Ikke Aktiv Revetal 3 Vannverk Tykkem;Z0705302239525091189VOSXV;;71605;3905;Tønsberg;ERROR [MAT_EJBOrgUnit];tilsynet;2009-11-24;;;;;;;;nei;;;ja;;;ja;nei;;;3281;3281;921;0;;;;;;;
ja;AS;923127836;Skåra Bakkane As;923136673;Skåra Bakkane As;1531;Sula;Nymarkbakken Vannforsyningssystem;Z2206201549276281026OLUIT;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2022-06-10;SkåraBakkane;;;;;;;nei;;;nei;nei;nei;ja;nei;nei;nei;0;60;0;1;;;;;;;
nei;FLI;962323855;Blå Kors Norge;974115131;Blå Kors Rehabiliteringssenter Østråt;3212;Nesodden;Østeråt Vannbehandling;Z1002160958557761079YKOSB;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2010-09-08;;;;;;;;;;;;;;;;;;10;100;2;0;;;;;;;
nei;AS;923133097;Furutangen Drift As;923157719;Furutangen Drift As;3422;Åmot;Furutangen Vannverk 3;Z2306081036258720128HYFUT;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Tjennstuåsen, Furutangen , 2460 Osen;;;;;;;ja;;;nei;nei;nei;nei;nei;nei;nei;0;270;0;91;;;;;;;
