mtid_vf;periode;vannprod;vannegetnett;vann_mottatt;max_vann_pers;max_vann_dogn;beredsk_oppd;beredsk_ovelse;boliger;helseinst;skoler;nmindustri;hyttercamp;gardsbruk;fiskemottak;ant_fastboende;ant_personer_max;ant_husstander;ant_hytter;forbr_fast_bosetting;forbr_fritidsboliger;forbr_industri;forbr_tjytende;forbr_primnaering;forbr_annet;forbr_lekkasje;vannuttak;noedvann_inngaar_alt_kilde
Z0704301334220581190KVPHB;2009;25355.0;25355.0;0.0;;;ja;ja;ja;nei;nei;nei;nei;nei;nei;137;150;53;0;63.0;0.0;0.0;0.0;0.0;5.0;32.0;26235.0;
Z0704301334220581190KVPHB;2010;11600.0;11600.0;0.0;;;ja;ja;ja;nei;nei;nei;nei;nei;nei;137;150;53;0;80.0;0.0;0.0;5.0;0.0;0.0;15.0;11600.0;
Z0704301334220581190KVPHB;2011;15496.0;15496.0;0.0;;;ja;nei;ja;nei;nei;nei;nei;nei;nei;137;150;53;0;44.2;0.0;0.0;8.8;0.0;2.9;44.1;16024.0;
Z0704301334220581190KVPHB;2012;15870.0;15870.0;0.0;;;ja;ja;ja;nei;nei;nei;nei;nei;nei;137;150;53;0;47.0;0.0;3.0;0.0;0.0;10.0;40.0;16280.0;
Z0704301334220581190KVPHB;2013;18747.0;18747.0;0.0;0.0;0.0;ja;ja;ja;nei;nei;nei;nei;nei;nei;137;150;53;0;39.0;0.0;0.0;3.0;0.0;3.0;55.0;19259.0;
Z0704301334220581190KVPHB;2014;18847.0;18847.0;0.0;;;ja;ja;ja;nei;nei;nei;nei;nei;nei;137;150;53;0;39.0;;;;;3.0;59.0;19319.0;
Z0704301334220581190KVPHB;2015;9223.0;9223.0;0.0;0.0;0.0;ja;ja;ja;nei;nei;nei;nei;nei;nei;137;150;53;0;81.1;0.0;0.0;0.0;0.0;5.4;13.5;10340.0;
Z0704301334220581190KVPHB;2017;8615.0;8615.0;0.0;136.0;365.0;ja;ja;ja;nei;nei;nei;nei;nei;nei;137;150;53;0;95.0;0.0;0.0;0.0;0.0;3.0;2.0;10629.0;
Z0704301334220581190KVPHB;2018;10774.0;10774.0;0.0;137.0;365.0;ja;ja;ja;nei;nei;nei;nei;nei;nei;137;150;53;0;70.0;0.0;0.0;0.0;0.0;28.0;2.0;12331.0;
Z0704301334220581190KVPHB;2019;8631.0;8631.0;0.0;130.0;365.0;ja;ja;ja;nei;nei;nei;nei;nei;nei;137;150;53;0;82.0;0.0;0.0;0.0;0.0;14.0;4.0;9906.0;ja
Z0704301334220581190KVPHB;2020;11000.0;11000.0;0.0;125.0;365.0;ja;ja;ja;nei;nei;nei;nei;nei;nei;137;150;53;0;58.0;0.0;0.0;0.0;0.0;10.0;32.0;11450.0;ja
Z0704301334220581190KVPHB;2021;12830.0;12830.0;0.0;127.0;365.0;ja;ja;ja;nei;nei;nei;nei;nei;nei;137;150;53;0;51.0;0.0;0.0;0.0;0.0;18.0;31.0;13450.0;ja
Z0704301334229761190PVHZK;2009;40000.0;40000.0;0.0;;;ja;ja;ja;nei;nei;nei;nei;ja;nei;180;230;90;51;40.0;5.0;5.0;0.0;40.0;0.0;10.0;40000.0;
Z0704301334229761190PVHZK;2010;39500.0;39500.0;0.0;;;ja;ja;ja;nei;nei;nei;nei;ja;nei;180;230;90;51;40.0;5.0;5.0;0.0;40.0;0.0;10.0;39500.0;
Z0704301334229761190PVHZK;2011;39000.0;39000.0;0.0;;;ja;ja;ja;nei;nei;nei;nei;ja;nei;180;230;90;51;40.0;5.0;5.0;0.0;40.0;0.0;10.0;39000.0;
Z0704301334229761190PVHZK;2012;42000.0;42000.0;0.0;;;ja;ja;ja;nei;nei;nei;nei;ja;nei;180;230;90;51;40.0;5.0;5.0;0.0;40.0;0.0;10.0;42000.0;
Z0704301334229761190PVHZK;2013;42000.0;42000.0;0.0;;;ja;ja;ja;nei;nei;nei;nei;ja;nei;180;230;90;51;40.0;5.0;5.0;0.0;40.0;0.0;10.0;42000.0;
Z0704301334229761190PVHZK;2014;42000.0;42000.0;0.0;;;nei;nei;ja;nei;nei;nei;nei;ja;nei;180;230;90;51;40.0;5.0;5.0;0.0;40.0;;10.0;42000.0;
Z0704301334229761190PVHZK;2015;42000.0;42000.0;0.0;;;nei;nei;ja;nei;nei;nei;nei;ja;nei;180;230;90;51;35.0;15.0;5.0;0.0;35.0;0.0;10.0;42000.0;
Z0704301334229761190PVHZK;2016;42000.0;42000.0;0.0;;;nei;nei;ja;nei;nei;nei;nei;ja;nei;180;230;90;51;35.0;15.0;5.0;0.0;35.0;0.0;10.0;42000.0;
Z0704301334229761190PVHZK;2017;42000.0;42000.0;0.0;;;nei;nei;ja;nei;nei;nei;nei;ja;nei;180;230;90;51;35.0;15.0;5.0;0.0;35.0;0.0;10.0;42000.0;
Z0704301334229761190PVHZK;2018;42000.0;42000.0;0.0;0.0;0.0;nei;nei;ja;nei;nei;nei;nei;ja;nei;180;230;90;51;35.0;15.0;5.0;0.0;35.0;0.0;10.0;42000.0;
Z0704301334229761190PVHZK;2019;42000.0;42000.0;0.0;0.0;0.0;nei;nei;ja;nei;nei;nei;nei;ja;nei;180;230;90;51;35.0;15.0;5.0;0.0;35.0;0.0;10.0;42000.0;nei
Z0704301334229761190PVHZK;2020;42000.0;42000.0;0.0;0.0;0.0;nei;nei;ja;nei;nei;nei;nei;ja;nei;180;230;90;51;35.0;15.0;5.0;0.0;35.0;0.0;10.0;42000.0;nei
Z0704301334229761190PVHZK;2021;42000.0;42000.0;0.0;0.0;0.0;nei;nei;ja;nei;nei;nei;nei;ja;nei;180;230;90;51;35.0;15.0;5.0;0.0;35.0;0.0;10.0;42000.0;nei
Z0704301334229761190PVHZK;2022;42000.0;42000.0;0.0;0.0;0.0;ja;nei;ja;nei;nei;nei;nei;ja;nei;180;230;90;51;35.0;15.0;5.0;0.0;35.0;0.0;10.0;42000.0;nei
Z0704301334229761190PVHZK;2023;42000.0;42000.0;0.0;0.0;0.0;ja;nei;ja;nei;nei;nei;nei;ja;nei;180;230;90;51;35.0;15.0;5.0;0.0;35.0;0.0;10.0;42000.0;nei
Z0704301334229761190PVHZK;2024;96.0;96.0;0.0;0.0;0.0;ja;nei;ja;nei;nei;nei;nei;ja;nei;180;230;90;51;60.0;25.0;0.0;0.0;15.0;0.0;0.0;96.0;ja
Z0704301334229761190PVHZK;2025;96.0;96.0;0.0;0.0;0.0;ja;nei;ja;nei;nei;nei;nei;ja;nei;180;230;90;51;60.0;25.0;0.0;0.0;15.0;0.0;0.0;96.0;ja
Z0704301334273461190HPIXO;2009;0.0;30000.0;30000.0;;;nei;nei;ja;nei;ja;nei;nei;ja;nei;250;250;76;2;55.0;;5.0;;5.0;20.0;15.0;0.0;
Z0704301334273461190HPIXO;2010;0.0;30000.0;30000.0;;;nei;nei;ja;nei;ja;nei;nei;ja;nei;250;250;76;2;55.0;1.0;5.0;5.0;5.0;14.0;15.0;0.0;
Z0704301334273461190HPIXO;2012;0.0;30000.0;30000.0;;;nei;nei;ja;nei;ja;nei;nei;ja;nei;250;250;76;2;55.0;1.0;5.0;5.0;5.0;14.0;15.0;0.0;
Z0704301334273461190HPIXO;2013;0.0;30000.0;30000.0;250.0;365.0;ja;nei;ja;nei;ja;nei;nei;ja;nei;250;250;76;2;55.0;1.0;5.0;5.0;5.0;14.0;15.0;0.0;
Z0704301334273461190HPIXO;2014;0.0;30000.0;30000.0;;;nei;nei;ja;nei;ja;nei;nei;ja;nei;250;250;76;2;55.0;1.0;5.0;5.0;5.0;14.0;15.0;0.0;
Z0704301334273461190HPIXO;2016;;;;;;;;ja;nei;ja;nei;nei;ja;nei;250;250;76;2;;;;;;;;;
Z0704301334273461190HPIXO;2018;0.0;27000.0;27000.0;1000.0;365.0;ja;ja;ja;nei;ja;nei;nei;ja;nei;250;250;76;2;50.0;10.0;15.0;5.0;10.0;5.0;5.0;27000.0;
Z0704301334273461190HPIXO;2020;0.0;27000.0;27000.0;1000.0;365.0;ja;ja;ja;nei;ja;nei;nei;ja;nei;250;250;76;2;50.0;10.0;15.0;5.0;10.0;5.0;5.0;27000.0;ja
Z0704301334273461190HPIXO;2021;0.0;5000.0;5000.0;1000.0;365.0;ja;ja;ja;nei;ja;nei;nei;ja;nei;250;250;76;2;81.5;3.0;5.0;0.0;10.0;0.0;0.5;5000.0;ja
Z0704301334273461190HPIXO;2022;0.0;5000.0;5000.0;1000.0;365.0;ja;ja;ja;nei;ja;nei;nei;ja;nei;250;250;76;2;81.5;3.0;5.0;0.0;10.0;0.0;0.5;5000.0;ja
Z0704301334273461190HPIXO;2023;0.0;5000.0;5000.0;100.0;365.0;ja;ja;ja;nei;ja;nei;nei;ja;nei;250;250;76;2;81.5;3.0;5.0;0.0;10.0;0.0;0.5;5000.0;ja
Z0704301334273461190HPIXO;2024;0.0;5000.0;5000.0;100.0;365.0;ja;ja;ja;nei;ja;nei;nei;ja;nei;250;250;76;2;81.0;3.0;5.0;0.0;10.0;0.0;1.0;5000.0;ja
Z0704301334273461190HPIXO;2025;0.0;5000.0;5000.0;100.0;365.0;ja;ja;ja;nei;ja;nei;nei;ja;nei;250;250;76;2;81.0;3.0;5.0;0.0;10.0;0.0;1.0;5000.0;ja
Z0704301334311811190DXMOL;2009;9000.0;9000.0;;;;nei;nei;ja;;;nei;nei;;;105;105;42;0;;;;;;;;9000.0;
Z0704301334311811190DXMOL;2010;9000.0;9000.0;0.0;;;nei;nei;ja;;;nei;nei;;;105;105;42;0;80.0;1.0;0.0;0.0;19.0;0.0;0.0;9000.0;
Z0704301334335091189ACHFQ;2009;0.0;30300.0;30300.0;;;nei;nei;ja;nei;ja;nei;ja;ja;nei;194;284;83;14;80.0;;;;;10.0;10.0;0.0;
Z0704301334355061189GZVWT;2009;0.0;65563.0;65563.0;;;ja;nei;ja;nei;nei;nei;nei;ja;nei;80;350;63;83;30.0;5.0;0.0;0.0;20.0;20.0;25.0;0.0;
Z0704301334355061189GZVWT;2010;0.0;60000.0;60000.0;;;ja;nei;ja;nei;nei;nei;nei;ja;nei;80;350;63;83;16.7;3.3;16.7;5.0;13.3;1.7;44.0;0.0;
Z0704301334355061189GZVWT;2011;0.0;56843.0;56843.0;;;nei;nei;ja;nei;nei;nei;nei;ja;nei;80;350;63;83;25.0;5.0;12.0;1.0;6.0;1.0;50.0;0.0;
Z0704301334355061189GZVWT;2012;0.0;59909.0;59909.0;;;ja;nei;ja;nei;nei;nei;nei;ja;nei;80;350;63;83;30.0;10.0;10.0;2.0;5.0;3.0;40.0;0.0;
Z0704301334355061189GZVWT;2013;0.0;72347.0;72347.0;0.0;0.0;ja;ja;ja;nei;nei;nei;nei;ja;nei;80;350;63;83;60.0;10.0;10.0;2.0;5.0;3.0;10.0;0.0;
Z0704301334355061189GZVWT;2014;0.0;62875.0;62875.0;120.0;365.0;ja;nei;ja;nei;nei;nei;nei;ja;nei;80;350;63;83;20.0;10.0;30.0;2.0;5.0;3.0;30.0;0.0;
Z0704301334355061189GZVWT;2015;0.0;62875.0;62875.0;500.0;365.0;ja;nei;ja;nei;nei;nei;nei;ja;nei;80;350;63;83;20.0;5.0;20.0;1.0;8.0;2.0;44.0;0.0;
Z0704301334355061189GZVWT;2016;0.0;63000.0;63000.0;500.0;365.0;ja;nei;ja;nei;nei;nei;nei;ja;nei;80;350;63;83;20.0;5.0;29.0;1.0;8.0;2.0;35.0;0.0;
Z0704301334355061189GZVWT;2017;0.0;49544.0;49544.0;500.0;365.0;ja;nei;ja;nei;nei;nei;nei;ja;nei;80;350;63;83;22.0;7.0;16.0;1.0;10.0;3.0;41.0;0.0;
Z0704301334355061189GZVWT;2018;0.0;47567.0;47567.0;120.0;365.0;nei;ja;ja;nei;nei;nei;nei;ja;nei;80;350;63;83;22.0;7.0;16.0;1.0;10.0;3.0;41.0;0.0;
Z0704301334355061189GZVWT;2019;0.0;91479.0;91479.0;120.0;365.0;ja;ja;ja;nei;nei;nei;nei;ja;nei;80;350;63;83;12.0;4.0;53.0;1.0;5.0;2.0;23.0;0.0;nei
Z0704301334355061189GZVWT;2020;0.0;131426.0;131426.0;120.0;365.0;ja;ja;ja;nei;nei;nei;nei;ja;nei;80;350;63;83;6.0;3.0;74.0;1.0;5.0;2.0;9.0;0.0;nei
Z0704301334355061189GZVWT;2021;0.0;109191.0;131426.0;120.0;365.0;ja;ja;ja;nei;nei;nei;nei;ja;nei;80;350;63;83;6.0;4.0;70.0;1.0;6.0;2.0;11.0;0.0;nei
Z0704301334355061189GZVWT;2022;0.0;46646.0;46646.0;70.0;1.0;ja;ja;ja;nei;nei;nei;nei;ja;nei;80;350;63;83;20.0;10.0;15.0;5.0;15.0;2.0;33.0;0.0;nei
Z0704301334355061189GZVWT;2024;0.0;37588.0;37588.0;100.0;2.0;ja;ja;ja;nei;nei;nei;nei;ja;nei;80;350;63;83;16.0;8.0;4.0;3.0;22.0;2.0;45.0;0.0;nei
Z0704301334355061189GZVWT;2025;0.0;38932.0;38932.0;100.0;2.0;ja;ja;ja;nei;nei;nei;nei;ja;nei;80;350;63;83;16.0;8.0;4.0;3.0;22.0;2.0;45.0;0.0;nei
Z0704301334357881189ULHXL;2009;0.0;20000.0;20000.0;;;nei;nei;ja;nei;nei;nei;nei;nei;nei;165;165;56;10;98.0;;;;;2.0;;0.0;
Z0704301334357881189ULHXL;2010;0.0;40000.0;40000.0;;;nei;nei;ja;nei;nei;nei;nei;nei;nei;165;165;56;10;95.0;;;;3.0;2.0;;0.0;
Z0704301334357881189ULHXL;2011;0.0;40000.0;40000.0;;;nei;nei;ja;nei;nei;nei;nei;nei;nei;165;165;56;10;90.0;;;;5.0;;5.0;0.0;
Z0704301334357881189ULHXL;2012;0.0;40000.0;40000.0;;;nei;nei;ja;nei;nei;nei;nei;nei;nei;165;165;56;10;98.0;2.0;;;;;;0.0;
Z0704301334357881189ULHXL;2013;0.0;8000.0;8000.0;;;nei;nei;ja;nei;nei;nei;nei;nei;nei;165;165;56;10;98.0;2.0;;;;;;0.0;
Z0704301334357881189ULHXL;2014;0.0;8000.0;8000.0;;;nei;nei;ja;nei;nei;nei;nei;nei;nei;165;165;56;10;95.0;2.0;;;1.0;1.0;1.0;0.0;
Z0704301334357881189ULHXL;2015;0.0;15000.0;15000.0;;365.0;nei;nei;ja;nei;nei;nei;nei;nei;nei;165;165;56;10;95.0;2.0;0.0;0.0;1.0;1.0;1.0;0.0;
Z0704301334357881189ULHXL;2016;0.0;10000.0;10000.0;;;nei;nei;ja;nei;nei;nei;nei;nei;nei;165;165;56;10;81.0;5.0;1.0;1.0;5.0;2.0;5.0;0.0;
Z0704301334357881189ULHXL;2017;0.0;16000.0;16000.0;;;nei;nei;ja;nei;nei;nei;nei;nei;nei;165;165;56;10;83.0;5.0;0.0;0.0;5.0;2.0;5.0;0.0;
Z0704301334357881189ULHXL;2018;0.0;16000.0;16000.0;150.0;365.0;nei;nei;ja;nei;nei;nei;nei;nei;nei;165;165;56;10;82.0;6.0;0.0;0.0;5.0;2.0;5.0;0.0;
Z0704301334357881189ULHXL;2019;0.0;16000.0;16000.0;160.0;365.0;nei;nei;ja;nei;nei;nei;nei;nei;nei;165;165;56;10;82.0;6.0;0.0;0.0;5.0;2.0;5.0;0.0;nei
Z0704301334357881189ULHXL;2020;0.0;16000.0;16000.0;160.0;365.0;nei;nei;ja;nei;nei;nei;nei;nei;nei;165;165;56;10;82.0;6.0;0.0;0.0;5.0;2.0;5.0;0.0;nei
Z0704301334357881189ULHXL;2021;0.0;16000.0;16000.0;165.0;365.0;nei;nei;ja;nei;nei;nei;nei;nei;nei;165;165;56;10;82.0;6.0;0.0;0.0;5.0;2.0;5.0;0.0;nei
Z0704301334357881189ULHXL;2022;0.0;16000.0;16000.0;172.0;365.0;nei;nei;ja;nei;nei;nei;nei;nei;nei;165;165;56;10;82.0;6.0;0.0;0.0;5.0;2.0;5.0;0.0;nei
Z0704301334357881189ULHXL;2023;0.0;16000.0;16000.0;100.0;365.0;nei;nei;ja;nei;nei;nei;nei;nei;nei;165;165;56;10;82.0;6.0;0.0;0.0;5.0;2.0;5.0;0.0;ja
Z0704301334357881189ULHXL;2024;0.0;16000.0;16000.0;100.0;365.0;nei;nei;ja;nei;nei;nei;nei;nei;nei;165;165;56;10;82.0;6.0;0.0;0.0;5.0;2.0;5.0;0.0;ja
Z0704301334415621189NNIZX;2009;6510.0;6510.0;0.0;;;nei;nei;ja;nei;nei;nei;nei;ja;nei;90;145;37;3;60.0;5.0;0.0;0.0;15.0;;20.0;7233.0;
Z0704301334415621189NNIZX;2010;6797.0;6797.0;0.0;;;nei;nei;ja;nei;nei;nei;nei;ja;nei;90;145;37;3;85.0;5.0;0.0;0.0;5.0;0.0;5.0;7162.0;
Z0704301334415621189NNIZX;2011;7055.0;7420.0;0.0;;;nei;nei;ja;nei;nei;nei;nei;ja;nei;90;145;37;3;75.0;5.0;0.0;0.0;15.0;0.0;5.0;7420.0;
Z0704301334415621189NNIZX;2012;5938.0;5819.0;0.0;;;nei;nei;ja;nei;nei;nei;nei;ja;nei;90;145;37;3;83.0;5.0;0.0;0.0;10.0;0.0;2.0;6528.0;
Z0704301334415621189NNIZX;2013;6462.0;6462.0;0.0;;;nei;nei;ja;nei;nei;nei;nei;ja;nei;90;145;37;3;90.0;5.0;;;3.0;;2.0;6743.0;
Z0704301334415621189NNIZX;2014;7359.0;7359.0;0.0;40.0;120.0;nei;nei;ja;nei;nei;nei;nei;ja;nei;90;145;37;3;80.0;3.0;0.0;0.0;15.0;0.0;2.0;7747.0;
Z0704301334415621189NNIZX;2015;6874.0;6736.0;0.0;0.0;0.0;nei;nei;ja;nei;nei;nei;nei;ja;nei;90;145;37;3;80.0;3.0;;;15.0;;2.0;6874.0;
Z0704301335211671190BJAHD;2009;29200.0;29200.0;0.0;;;nei;nei;ja;nei;nei;nei;nei;ja;nei;50;2000;50;500;;;;;;;;29200.0;
Z0704301335211671190BJAHD;2010;21200.0;11700.0;;;;nei;ja;ja;nei;nei;nei;nei;ja;nei;50;2000;50;500;;;;;;;;21200.0;
Z0704301335211671190BJAHD;2011;17213.0;17213.0;;;;nei;nei;ja;nei;nei;nei;nei;ja;nei;50;2000;50;500;48.0;52.0;;;;;;17213.0;
Z0704301335211671190BJAHD;2012;20000.0;20000.0;;;;nei;nei;ja;nei;nei;nei;nei;ja;nei;50;2000;50;500;48.0;52.0;;;;;;20000.0;
Z0704301335211671190BJAHD;2013;38350.0;38350.0;;;;nei;nei;ja;nei;nei;nei;nei;ja;nei;50;2000;50;500;20.0;80.0;0.0;0.0;0.0;0.0;0.0;38350.0;
Z0704301335211671190BJAHD;2014;39500.0;39500.0;;;;nei;nei;ja;nei;nei;nei;nei;ja;nei;50;2000;50;500;20.0;80.0;;;;;;39500.0;
Z0704301335211671190BJAHD;2015;21890.0;21890.0;0.0;;;ja;nei;ja;nei;nei;nei;nei;ja;nei;50;2000;50;500;20.0;80.0;0.0;0.0;0.0;0.0;0.0;21890.0;
Z0704301335211671190BJAHD;2019;24000.0;24000.0;0.0;;;nei;nei;ja;nei;nei;nei;nei;ja;nei;50;2000;50;500;20.0;80.0;0.0;0.0;0.0;0.0;0.0;24000.0;ja
Z0704301335211671190BJAHD;2020;25000.0;25000.0;0.0;;;nei;nei;ja;nei;nei;nei;nei;ja;nei;50;2000;50;500;20.0;80.0;0.0;0.0;0.0;0.0;0.0;25000.0;ja
Z0704301335211671190BJAHD;2021;38000.0;38000.0;0.0;;;nei;nei;ja;nei;nei;nei;nei;ja;nei;50;2000;50;500;50.0;50.0;0.0;0.0;0.0;0.0;0.0;38000.0;ja
Z0704301335211671190BJAHD;2022;25000.0;38000.0;0.0;;;nei;nei;ja;nei;nei;nei;nei;ja;nei;50;2000;50;500;40.0;60.0;0.0;0.0;0.0;0.0;0.0;25000.0;ja
Z0704301335211671190BJAHD;2024;25000.0;38000.0;0.0;100.0;1.0;nei;nei;ja;nei;nei;nei;nei;ja;nei;50;2000;50;500;40.0;60.0;0.0;0.0;0.0;0.0;0.0;25000.0;ja
Z0704301335211671190BJAHD;2025;45000.0;45000.0;0.0;100.0;1.0;nei;nei;ja;nei;nei;nei;nei;ja;nei;50;2000;50;500;40.0;60.0;0.0;0.0;0.0;0.0;0.0;45000.0;ja
Z0704301335253481190RISRX;2009;384000.0;384000.0;0.0;;;ja;ja;ja;nei;ja;ja;ja;ja;ja;2262;2262;901;20;;;;;;;;422400.0;
Z0704301335253481190RISRX;2010;386000.0;386000.0;;;;ja;ja;ja;nei;ja;ja;ja;ja;ja;2262;2262;901;20;;;;;;;;424400.0;
Z0704301335253481190RISRX;2011;395000.0;395000.0;;;;ja;ja;ja;nei;ja;ja;ja;ja;ja;2262;2262;901;20;;;;;;;;431500.0;
Z0704301335253481190RISRX;2012;401000.0;401000.0;;;;ja;ja;ja;nei;ja;ja;ja;ja;ja;2262;2262;901;20;;;;;;;;435000.0;
Z0704301335253481190RISRX;2013;317000.0;317000.0;;;;ja;ja;ja;nei;ja;ja;ja;ja;ja;2262;2262;901;20;;;;;;;;408000.0;
Z0704301335253481190RISRX;2014;302000.0;302000.0;;;;ja;ja;ja;nei;ja;ja;ja;ja;ja;2262;2262;901;20;;;;;;;;386000.0;
Z0704301335253481190RISRX;2015;406000.0;406000.0;0.0;;;ja;ja;ja;nei;ja;ja;ja;ja;ja;2262;2262;901;20;30.0;5.0;20.0;10.0;5.0;0.0;30.0;486240.0;
Z0704301335253481190RISRX;2016;308961.0;308961.0;0.0;;;ja;ja;ja;nei;ja;ja;ja;ja;ja;2262;2262;901;20;30.0;5.0;20.0;10.0;5.0;0.0;30.0;405992.0;
Z0704301335253481190RISRX;2017;304916.0;304916.0;0.0;;;ja;ja;ja;nei;ja;ja;ja;ja;ja;2262;2262;901;20;30.0;5.0;20.0;10.0;5.0;0.0;30.0;362637.0;
Z0704301335253481190RISRX;2018;216173.0;216173.0;0.0;2080.0;365.0;ja;ja;ja;nei;ja;ja;ja;ja;ja;2262;2262;901;20;30.0;5.0;25.0;10.0;5.0;0.0;25.0;266894.0;
Z0704301335255041190PUVER;2009;432000.0;436320.0;0.0;;;ja;nei;ja;ja;ja;ja;ja;ja;ja;4165;4165;1658;25;;;;;;;;436320.0;
Z0704301335255041190PUVER;2010;448000.0;448000.0;;;;ja;nei;ja;ja;ja;ja;ja;ja;ja;4165;4165;1658;25;;;;;;;;450000.0;
Z0704301335255041190PUVER;2011;458000.0;458000.0;;;;ja;ja;ja;ja;ja;ja;ja;ja;ja;4165;4165;1658;25;;;;;;;;460000.0;
Z0704301335255041190PUVER;2012;488000.0;488000.0;;;;ja;ja;ja;ja;ja;ja;ja;ja;ja;4165;4165;1658;25;;;;;;;;490000.0;
Z0704301335255041190PUVER;2013;645000.0;645000.0;;;;ja;ja;ja;ja;ja;ja;ja;ja;ja;4165;4165;1658;25;;;;;;;;650000.0;
Z0704301335255041190PUVER;2014;717000.0;717000.0;;;;ja;ja;ja;ja;ja;ja;ja;ja;ja;4165;4165;1658;25;;;;;;;;750000.0;
Z0704301335255041190PUVER;2015;990000.0;990000.0;0.0;;;ja;ja;ja;ja;ja;ja;ja;ja;ja;4165;4165;1658;25;20.0;5.0;20.0;10.0;10.0;5.0;30.0;995000.0;
Z0704301335255041190PUVER;2016;104200.0;104200.0;0.0;;;ja;ja;ja;ja;ja;ja;ja;ja;ja;4165;4165;1658;25;20.0;5.0;20.0;10.0;10.0;5.0;30.0;109200.0;
Z0704301335255041190PUVER;2017;1030313.0;1030313.0;0.0;;;ja;ja;ja;ja;ja;ja;ja;ja;ja;4165;4165;1658;25;20.0;5.0;20.0;10.0;10.0;5.0;30.0;1082163.0;
Z0704301335255041190PUVER;2018;902461.0;902461.0;0.0;2500.0;365.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;4165;4165;1658;25;20.0;5.0;20.0;10.0;10.0;5.0;30.0;905336.0;
Z0704301335255041190PUVER;2019;1037574.0;1037574.0;0.0;2500.0;365.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;4165;4165;1658;25;20.0;5.0;20.0;10.0;10.0;5.0;30.0;1040574.0;nei
Z0704301335310341190RZTUF;2013;111250.0;111250.0;0.0;;;ja;nei;nei;nei;nei;nei;ja;nei;nei;0;130;0;32;;;;;;;;111250.0;
Z0704301335310341190RZTUF;2019;111250.0;111250.0;0.0;0.0;0.0;nei;nei;nei;nei;nei;nei;ja;nei;nei;0;130;0;32;;;;;;;;111250.0;ja
Z0704301335310341190RZTUF;2020;111250.0;111250.0;0.0;0.0;0.0;nei;nei;nei;nei;nei;nei;ja;nei;nei;0;130;0;32;;;;;;;;111250.0;ja
Z0704301335310341190RZTUF;2021;2007.0;2007.0;0.0;0.0;0.0;nei;nei;nei;nei;nei;nei;ja;nei;nei;0;130;0;32;;;;;;;;2007.0;ja
Z0704301335310341190RZTUF;2022;2236.0;2236.0;0.0;0.0;0.0;nei;nei;nei;nei;nei;nei;ja;nei;nei;0;130;0;32;;;;;;;;2236.0;ja
Z0704301335310341190RZTUF;2023;1919.0;1919.0;0.0;0.0;0.0;nei;nei;nei;nei;nei;nei;ja;nei;nei;0;130;0;32;;;;;;;;1919.0;ja
Z0704301335310341190RZTUF;2024;2139.0;2139.0;0.0;0.0;0.0;nei;nei;nei;nei;nei;nei;ja;nei;nei;0;130;0;32;;;;;;;;2139.0;nei
Z0704301335310341190RZTUF;2025;2139.0;2139.0;0.0;0.0;0.0;nei;nei;nei;nei;nei;nei;ja;nei;nei;0;130;0;32;;;;;;;;2139.0;nei
Z0704301335319681190KRYFK;2009;875.0;875.0;0.0;;;nei;nei;nei;nei;nei;ja;nei;nei;nei;0;100;0;0;;;;;;;;875.0;
Z0704301335319681190KRYFK;2010;875.0;875.0;0.0;;;nei;nei;nei;nei;nei;ja;nei;nei;nei;0;100;0;0;;;;;;;;875.0;
Z0704301335319681190KRYFK;2011;875.0;875.0;0.0;;;nei;nei;nei;nei;nei;ja;nei;nei;nei;0;100;0;0;;;;;;;;875.0;
Z0704301335319681190KRYFK;2012;875.0;875.0;0.0;;;nei;nei;nei;nei;nei;ja;nei;nei;nei;0;100;0;0;;;;;;;;875.0;
Z0704301335319681190KRYFK;2013;875.0;875.0;0.0;0.0;0.0;nei;nei;nei;nei;nei;ja;nei;nei;nei;0;100;0;0;;;;;;;;875.0;
Z0704301335319681190KRYFK;2014;875.0;875.0;0.0;0.0;0.0;nei;nei;nei;nei;nei;ja;nei;nei;nei;0;100;0;0;;;;;;;;875.0;
Z0704301335319681190KRYFK;2015;875.0;875.0;0.0;;;nei;nei;nei;nei;nei;ja;nei;nei;nei;0;100;0;0;;;;;;;;875.0;
Z0704301335319681190KRYFK;2016;875.0;875.0;0.0;;;nei;nei;nei;nei;nei;ja;nei;nei;nei;0;100;0;0;;;;;;;;875.0;
Z0704301335319681190KRYFK;2017;875.0;875.0;0.0;0.0;0.0;nei;nei;nei;nei;nei;ja;nei;nei;nei;0;100;0;0;;;;;;;;875.0;
Z0704301335319681190KRYFK;2018;875.0;875.0;0.0;0.0;0.0;nei;nei;nei;nei;nei;ja;nei;nei;nei;0;100;0;0;;;;;;;;875.0;
Z0704301335319681190KRYFK;2019;875.0;875.0;0.0;0.0;0.0;nei;nei;nei;nei;nei;ja;nei;nei;nei;0;100;0;0;;;;;;;;875.0;nei
Z0704301335319681190KRYFK;2020;50.0;50.0;0.0;0.0;0.0;nei;nei;nei;nei;nei;ja;nei;nei;nei;0;100;0;0;;;;;;;;50.0;nei
Z0704301335319681190KRYFK;2021;50.0;50.0;0.0;0.0;0.0;nei;nei;nei;nei;nei;ja;nei;nei;nei;0;100;0;0;;;;;;;;50.0;nei
